sample_id	group	workflow	name	count	level	classification_status
MG_sample_0	MG	MetaflowX	s__NK4A144 sp000424365	1	species	classified
MG_sample_0	MG	MetaflowX	s__Saccharofermentans sp000621765	1	species	classified
MG_sample_0	MG	MetaflowX	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_0	MG	MetaflowX	s__Staphylococcus aureus	1	species	classified
MG_sample_0	MG	MetaflowX	s__YE71 sp900119155	1	species	classified
MG_sample_0	MG	nf-mag	s__Alistipes finegoldii	1	species	classified
MG_sample_0	MG	nf-mag	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_0	MG	nf-mag	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_0	MG	nf-mag	s__Collinsella intestinalis	1	species	classified
MG_sample_0	MG	nf-mag	s__Companilactobacillus crustorum	1	species	classified
MG_sample_0	MG	nf-mag	s__Eubacterium_Q sp000702245	1	species	classified
MG_sample_0	MG	nf-mag	s__Faecalimonas phoceensis	1	species	classified
MG_sample_0	MG	nf-mag	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_0	MG	nf-mag	s__Lactobacillus helveticus	1	species	classified
MG_sample_0	MG	nf-mag	s__Lactobacillus mulieris	1	species	classified
MG_sample_0	MG	nf-mag	s__Lactobacillus sp910589675	1	species	classified
MG_sample_0	MG	nf-mag	s__NK4A144 sp000424365	1	species	classified
MG_sample_0	MG	nf-mag	s__Saccharofermentans sp000621765	1	species	classified
MG_sample_0	MG	nf-mag	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_0	MG	nf-mag	s__Staphylococcus aureus	1	species	classified
MG_sample_0	MG	nf-mag	s__YE71 sp900119155	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Alistipes finegoldii	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Blautia pseudococcoides	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Butyrivibrio hungatei_A	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Butyrivibrio proteoclasticus_A	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Companilactobacillus crustorum	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Enterocloster asparagiformis	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Eubacterium callanderi	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Faecalibacterium hattorii	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Faecalimonas phoceensis	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Geosporobacter ferrireducens	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Lactobacillus helveticus	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Limosilactobacillus fermentum	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Massilioclostridium methylpentosum	1	species	classified
MG_sample_1	MG	MetaWRAP	s__NK4A144 sp000424365	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Parabacteroides gordonii	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Parabacteroides merdae	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Saccharofermentans sp000621765	1	species	classified
MG_sample_1	MG	MetaWRAP	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_1	MG	MetaWRAP	s__YE71 sp900119155	1	species	classified
MG_sample_1	MG	MetaflowX	s__Alistipes finegoldii	1	species	classified
MG_sample_1	MG	MetaflowX	s__Blautia pseudococcoides	1	species	classified
MG_sample_1	MG	MetaflowX	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_1	MG	MetaflowX	s__Butyrivibrio hungatei_A	1	species	classified
MG_sample_1	MG	MetaflowX	s__Butyrivibrio proteoclasticus_A	1	species	classified
MG_sample_1	MG	MetaflowX	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_1	MG	MetaflowX	s__Companilactobacillus crustorum	1	species	classified
MG_sample_1	MG	MetaflowX	s__Enterocloster asparagiformis	1	species	classified
MG_sample_1	MG	MetaflowX	s__Enterocloster clostridioformis	1	species	classified
MG_sample_1	MG	MetaflowX	s__Eubacterium callanderi	1	species	classified
MG_sample_1	MG	MetaflowX	s__Faecalibacterium hattorii	1	species	classified
MG_sample_1	MG	MetaflowX	s__Faecalimonas phoceensis	1	species	classified
MG_sample_1	MG	MetaflowX	s__Geosporobacter ferrireducens	1	species	classified
MG_sample_1	MG	MetaflowX	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_1	MG	MetaflowX	s__Lactobacillus helveticus	1	species	classified
MG_sample_1	MG	MetaflowX	s__Limosilactobacillus fermentum	1	species	classified
MG_sample_1	MG	MetaflowX	s__Massilioclostridium methylpentosum	1	species	classified
MG_sample_1	MG	MetaflowX	s__NK4A144 sp000424365	1	species	classified
MG_sample_1	MG	MetaflowX	s__Parabacteroides gordonii	1	species	classified
MG_sample_1	MG	MetaflowX	s__Parabacteroides merdae	1	species	classified
MG_sample_1	MG	MetaflowX	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_1	MG	MetaflowX	s__Saccharofermentans sp000621765	1	species	classified
MG_sample_1	MG	MetaflowX	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_1	MG	MetaflowX	s__YE71 sp900119155	1	species	classified
MG_sample_1	MG	nf-mag	s__Alistipes finegoldii	1	species	classified
MG_sample_1	MG	nf-mag	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_1	MG	nf-mag	s__Butyrivibrio fibrisolvens_C	1	species	classified
MG_sample_1	MG	nf-mag	s__Butyrivibrio hungatei_A	1	species	classified
MG_sample_1	MG	nf-mag	s__Butyrivibrio proteoclasticus_A	1	species	classified
MG_sample_1	MG	nf-mag	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_1	MG	nf-mag	s__Companilactobacillus crustorum	1	species	classified
MG_sample_1	MG	nf-mag	s__Enterocloster asparagiformis	1	species	classified
MG_sample_1	MG	nf-mag	s__Enterocloster clostridioformis	1	species	classified
MG_sample_1	MG	nf-mag	s__Eubacterium callanderi	1	species	classified
MG_sample_1	MG	nf-mag	s__Faecalibacterium hattorii	1	species	classified
MG_sample_1	MG	nf-mag	s__Faecalimonas phoceensis	1	species	classified
MG_sample_1	MG	nf-mag	s__Geosporobacter ferrireducens	1	species	classified
MG_sample_1	MG	nf-mag	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_1	MG	nf-mag	s__Lactobacillus helveticus	1	species	classified
MG_sample_1	MG	nf-mag	s__Limosilactobacillus fermentum	1	species	classified
MG_sample_1	MG	nf-mag	s__Massilioclostridium methylpentosum	1	species	classified
MG_sample_1	MG	nf-mag	s__NK4A144 sp000424365	1	species	classified
MG_sample_1	MG	nf-mag	s__Parabacteroides gordonii	1	species	classified
MG_sample_1	MG	nf-mag	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_1	MG	nf-mag	s__Saccharofermentans sp000621765	1	species	classified
MG_sample_1	MG	nf-mag	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_1	MG	nf-mag	s__YE71 sp900119155	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Akkermansia muciniphila_A	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Bacteroides fragilis	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Blautia coccoides	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Blautia sp900120295	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Companilactobacillus crustorum	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Faecalimonas sp000209385	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Hespellia stercorisuis	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Lacticaseibacillus paracasei	2	species	classified
MG_sample_10	MG	MetaWRAP	s__Lactiplantibacillus pentosus	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Lactiplantibacillus plantarum	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Lactobacillus amylovorus	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Lactobacillus helveticus	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Lactobacillus kefiranofaciens	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Lactobacillus mulieris	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Latilactobacillus fuchuensis	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Latilactobacillus sakei	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Ligilactobacillus acidipiscis	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Limosilactobacillus rodentium	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Loigolactobacillus coryniformis	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Mediterraneibacter torques	1	species	classified
MG_sample_10	MG	MetaWRAP	s__NK4A144 sp000424365	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Oribacterium sp900107835	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Ruminococcoides sp900100595	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Saccharofermentans sp900099715	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Staphylococcus aureus	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Thomasclavelia ramosa	1	species	classified
MG_sample_10	MG	MetaWRAP	s__Traorella massiliensis	1	species	classified
MG_sample_10	MG	MetaflowX	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_10	MG	MetaflowX	s__Akkermansia muciniphila_A	1	species	classified
MG_sample_10	MG	MetaflowX	s__Bacteroides fragilis	1	species	classified
MG_sample_10	MG	MetaflowX	s__Blautia coccoides	1	species	classified
MG_sample_10	MG	MetaflowX	s__Blautia sp900120295	1	species	classified
MG_sample_10	MG	MetaflowX	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_10	MG	MetaflowX	s__Butyrivibrio fibrisolvens_C	1	species	classified
MG_sample_10	MG	MetaflowX	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_10	MG	MetaflowX	s__Companilactobacillus crustorum	1	species	classified
MG_sample_10	MG	MetaflowX	s__Faecalimonas sp000209385	1	species	classified
MG_sample_10	MG	MetaflowX	s__Hespellia stercorisuis	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactiplantibacillus pentosus	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactiplantibacillus plantarum	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactobacillus amylovorus	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactobacillus helveticus	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactobacillus jensenii	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactobacillus kefiranofaciens	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactobacillus mulieris	1	species	classified
MG_sample_10	MG	MetaflowX	s__Lactobacillus sp910589675	1	species	classified
MG_sample_10	MG	MetaflowX	s__Latilactobacillus fuchuensis	1	species	classified
MG_sample_10	MG	MetaflowX	s__Latilactobacillus sakei	1	species	classified
MG_sample_10	MG	MetaflowX	s__Ligilactobacillus acidipiscis	1	species	classified
MG_sample_10	MG	MetaflowX	s__Limosilactobacillus rodentium	1	species	classified
MG_sample_10	MG	MetaflowX	s__Loigolactobacillus coryniformis	1	species	classified
MG_sample_10	MG	MetaflowX	s__Mediterraneibacter torques	1	species	classified
MG_sample_10	MG	MetaflowX	s__NK4A144 sp000424365	1	species	classified
MG_sample_10	MG	MetaflowX	s__Oribacterium sp900107835	1	species	classified
MG_sample_10	MG	MetaflowX	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_10	MG	MetaflowX	s__Ruminococcoides sp900100595	1	species	classified
MG_sample_10	MG	MetaflowX	s__Saccharofermentans sp900099715	1	species	classified
MG_sample_10	MG	MetaflowX	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_10	MG	MetaflowX	s__Staphylococcus aureus	1	species	classified
MG_sample_10	MG	MetaflowX	s__Thomasclavelia ramosa	1	species	classified
MG_sample_10	MG	MetaflowX	s__Traorella massiliensis	1	species	classified
MG_sample_10	MG	nf-mag	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_10	MG	nf-mag	s__Akkermansia muciniphila_A	1	species	classified
MG_sample_10	MG	nf-mag	s__Bacteroides fragilis	1	species	classified
MG_sample_10	MG	nf-mag	s__Blautia coccoides	1	species	classified
MG_sample_10	MG	nf-mag	s__Blautia sp900120295	1	species	classified
MG_sample_10	MG	nf-mag	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_10	MG	nf-mag	s__Butyrivibrio fibrisolvens_C	1	species	classified
MG_sample_10	MG	nf-mag	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_10	MG	nf-mag	s__Companilactobacillus crustorum	1	species	classified
MG_sample_10	MG	nf-mag	s__Faecalimonas sp000209385	1	species	classified
MG_sample_10	MG	nf-mag	s__Lacticaseibacillus paracasei	2	species	classified
MG_sample_10	MG	nf-mag	s__Lactiplantibacillus pentosus	1	species	classified
MG_sample_10	MG	nf-mag	s__Lactiplantibacillus plantarum	1	species	classified
MG_sample_10	MG	nf-mag	s__Lactobacillus amylovorus	1	species	classified
MG_sample_10	MG	nf-mag	s__Lactobacillus helveticus	1	species	classified
MG_sample_10	MG	nf-mag	s__Lactobacillus jensenii	1	species	classified
MG_sample_10	MG	nf-mag	s__Lactobacillus mulieris	1	species	classified
MG_sample_10	MG	nf-mag	s__Lactobacillus sp910589675	1	species	classified
MG_sample_10	MG	nf-mag	s__Latilactobacillus fuchuensis	1	species	classified
MG_sample_10	MG	nf-mag	s__Latilactobacillus sakei	1	species	classified
MG_sample_10	MG	nf-mag	s__Ligilactobacillus acidipiscis	1	species	classified
MG_sample_10	MG	nf-mag	s__Limosilactobacillus rodentium	1	species	classified
MG_sample_10	MG	nf-mag	s__Loigolactobacillus coryniformis	1	species	classified
MG_sample_10	MG	nf-mag	s__Mediterraneibacter torques	1	species	classified
MG_sample_10	MG	nf-mag	s__NK4A144 sp000424365	1	species	classified
MG_sample_10	MG	nf-mag	s__Oribacterium sp900107835	1	species	classified
MG_sample_10	MG	nf-mag	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_10	MG	nf-mag	s__Ruminococcoides sp900100595	1	species	classified
MG_sample_10	MG	nf-mag	s__Saccharofermentans sp900099715	1	species	classified
MG_sample_10	MG	nf-mag	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_10	MG	nf-mag	s__Staphylococcus aureus	1	species	classified
MG_sample_10	MG	nf-mag	s__Thomasclavelia ramosa	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Agathobacter rectalis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Agathobacter ruminis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Alistipes excrementavium	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Anaerostipes caccae	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Bacteroides uniformis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Blautia coccoides	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Blautia pseudococcoides	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Blautia sp900120295	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Butyrivibrio fibrisolvens_C	3	species	classified
MG_sample_11	MG	MetaWRAP	s__Butyrivibrio hungatei_A	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Butyrivibrio hungatei_B	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Butyrivibrio sp000423925	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Enterocloster asparagiformis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Faecalibacterium prausnitzii	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Faecalimonas sp000209385	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Gemmiger variabilis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Hespellia stercorisuis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Kineothrix sp000403275	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Lactobacillus helveticus	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Lactobacillus kefiranofaciens	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Ligilactobacillus acidipiscis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Marvinbryantia formatexigens	1	species	classified
MG_sample_11	MG	MetaWRAP	s__NK4A144 sp000424365	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Oribacterium sinus	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Oribacterium sp900107835	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Oribacterium sp900113415	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Parabacteroides gordonii	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Porphyromonas gingivalis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Ruminococcoides sp900100595	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Ruminococcus_B gnavus	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Saccharofermentans sp900099715	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_11	MG	MetaWRAP	s__Shuttleworthia satelles	1	species	classified
MG_sample_11	MG	MetaflowX	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_11	MG	MetaflowX	s__Agathobacter rectalis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Agathobacter ruminis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Alistipes excrementavium	1	species	classified
MG_sample_11	MG	MetaflowX	s__Anaerostipes caccae	1	species	classified
MG_sample_11	MG	MetaflowX	s__Bacteroides uniformis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Bariatricus comes	1	species	classified
MG_sample_11	MG	MetaflowX	s__Blautia coccoides	1	species	classified
MG_sample_11	MG	MetaflowX	s__Blautia pseudococcoides	1	species	classified
MG_sample_11	MG	MetaflowX	s__Blautia sp900120295	1	species	classified
MG_sample_11	MG	MetaflowX	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_11	MG	MetaflowX	s__Butyrivibrio fibrisolvens_C	1	species	classified
MG_sample_11	MG	MetaflowX	s__Butyrivibrio hungatei_A	1	species	classified
MG_sample_11	MG	MetaflowX	s__Butyrivibrio hungatei_B	1	species	classified
MG_sample_11	MG	MetaflowX	s__Butyrivibrio sp000423925	1	species	classified
MG_sample_11	MG	MetaflowX	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_11	MG	MetaflowX	s__Enterocloster asparagiformis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Enterocloster clostridioformis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Faecalibacterium prausnitzii	1	species	classified
MG_sample_11	MG	MetaflowX	s__Faecalibacterium taiwanense	1	species	classified
MG_sample_11	MG	MetaflowX	s__Faecalimonas sp000209385	1	species	classified
MG_sample_11	MG	MetaflowX	s__Faecalimonas umbilicata	1	species	classified
MG_sample_11	MG	MetaflowX	s__Gemmiger variabilis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Hespellia stercorisuis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Kineothrix sp000403275	1	species	classified
MG_sample_11	MG	MetaflowX	s__Lachnobacterium bovis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_11	MG	MetaflowX	s__Lactobacillus helveticus	1	species	classified
MG_sample_11	MG	MetaflowX	s__Lactobacillus kefiranofaciens	1	species	classified
MG_sample_11	MG	MetaflowX	s__Ligilactobacillus acidipiscis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Marvinbryantia formatexigens	1	species	classified
MG_sample_11	MG	MetaflowX	s__NK4A144 sp000424365	1	species	classified
MG_sample_11	MG	MetaflowX	s__Oribacterium sinus	1	species	classified
MG_sample_11	MG	MetaflowX	s__Oribacterium sp900107835	1	species	classified
MG_sample_11	MG	MetaflowX	s__Oribacterium sp900113415	1	species	classified
MG_sample_11	MG	MetaflowX	s__Parabacteroides gordonii	1	species	classified
MG_sample_11	MG	MetaflowX	s__Porphyromonas gingivalis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_11	MG	MetaflowX	s__Ruminococcoides sp900100595	1	species	classified
MG_sample_11	MG	MetaflowX	s__Ruminococcus_B gnavus	1	species	classified
MG_sample_11	MG	MetaflowX	s__Saccharofermentans sp900099715	1	species	classified
MG_sample_11	MG	MetaflowX	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_11	MG	MetaflowX	s__Shuttleworthia satelles	1	species	classified
MG_sample_11	MG	nf-mag	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_11	MG	nf-mag	s__Agathobacter rectalis	1	species	classified
MG_sample_11	MG	nf-mag	s__Agathobacter ruminis	1	species	classified
MG_sample_11	MG	nf-mag	s__Alistipes excrementavium	1	species	classified
MG_sample_11	MG	nf-mag	s__Anaerostipes caccae	1	species	classified
MG_sample_11	MG	nf-mag	s__Bacteroides uniformis	1	species	classified
MG_sample_11	MG	nf-mag	s__Blautia coccoides	1	species	classified
MG_sample_11	MG	nf-mag	s__Blautia pseudococcoides	1	species	classified
MG_sample_11	MG	nf-mag	s__Blautia sp900120295	1	species	classified
MG_sample_11	MG	nf-mag	s__Blautia_A hydrogenotrophica	1	species	classified
MG_sample_11	MG	nf-mag	s__Butyrivibrio fibrisolvens_C	3	species	classified
MG_sample_11	MG	nf-mag	s__Butyrivibrio hungatei_A	1	species	classified
MG_sample_11	MG	nf-mag	s__Butyrivibrio hungatei_B	1	species	classified
MG_sample_11	MG	nf-mag	s__Butyrivibrio sp000423925	1	species	classified
MG_sample_11	MG	nf-mag	s__Butyrivibrio sp000423945	1	species	classified
MG_sample_11	MG	nf-mag	s__Eisenbergiella tayi	1	species	classified
MG_sample_11	MG	nf-mag	s__Enterocloster asparagiformis	1	species	classified
MG_sample_11	MG	nf-mag	s__Enterocloster clostridioformis	1	species	classified
MG_sample_11	MG	nf-mag	s__Faecalibacterium prausnitzii	2	species	classified
MG_sample_11	MG	nf-mag	s__Faecalibacterium taiwanense	1	species	classified
MG_sample_11	MG	nf-mag	s__Faecalimonas sp000209385	1	species	classified
MG_sample_11	MG	nf-mag	s__Gemmiger variabilis	1	species	classified
MG_sample_11	MG	nf-mag	s__Hespellia stercorisuis	1	species	classified
MG_sample_11	MG	nf-mag	s__Kineothrix sp000403275	1	species	classified
MG_sample_11	MG	nf-mag	s__Lachnobacterium bovis	1	species	classified
MG_sample_11	MG	nf-mag	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_11	MG	nf-mag	s__Lactobacillus helveticus	1	species	classified
MG_sample_11	MG	nf-mag	s__Lactobacillus kefiranofaciens	1	species	classified
MG_sample_11	MG	nf-mag	s__Ligilactobacillus acidipiscis	1	species	classified
MG_sample_11	MG	nf-mag	s__Marvinbryantia formatexigens	1	species	classified
MG_sample_11	MG	nf-mag	s__Mediterraneibacter torques	1	species	classified
MG_sample_11	MG	nf-mag	s__NK4A144 sp000424365	1	species	classified
MG_sample_11	MG	nf-mag	s__Oribacterium sinus	1	species	classified
MG_sample_11	MG	nf-mag	s__Oribacterium sp900107835	1	species	classified
MG_sample_11	MG	nf-mag	s__Oribacterium sp900113415	1	species	classified
MG_sample_11	MG	nf-mag	s__Parabacteroides gordonii	1	species	classified
MG_sample_11	MG	nf-mag	s__Porphyromonas gingivalis	1	species	classified
MG_sample_11	MG	nf-mag	s__Pseudobutyrivibrio ruminis	1	species	classified
MG_sample_11	MG	nf-mag	s__Ruminococcoides sp900100595	1	species	classified
MG_sample_11	MG	nf-mag	s__Ruminococcus_B gnavus	1	species	classified
MG_sample_11	MG	nf-mag	s__Saccharofermentans sp900099715	1	species	classified
MG_sample_11	MG	nf-mag	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_11	MG	nf-mag	s__Shuttleworthia satelles	1	species	classified
MG_sample_2	MG	MetaWRAP	s__	1	species	unclassified
MG_sample_2	MG	MetaWRAP	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Akkermansia muciniphila_A	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Alistipes finegoldii	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Anaerotignum lactatifermentans	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Clostridium nitritogenes	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Collinsella bouchesdurhonensis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Coriobacterium glomerans	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Lacticaseibacillus paracasei	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Lactiplantibacillus plantarum	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Lactobacillus helveticus	2	species	classified
MG_sample_2	MG	MetaWRAP	s__Lactobacillus kefiranofaciens	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Lactococcus lactis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Latilactobacillus sakei	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Ligilactobacillus acidipiscis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Ligilactobacillus agilis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Loigolactobacillus coryniformis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Mesoaciditoga lauensis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__NK4A144 sp000424365	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Porphyromonas gingivalis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Porphyromonas pasteri	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Porphyromonas_A cangingivalis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Porphyromonas_A sp001808555	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Rikenella microfusus	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Secundilactobacillus pentosiphilus	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Streptococcus pneumoniae	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Thermophilibacter provencensis	1	species	classified
MG_sample_2	MG	MetaWRAP	s__Ureaplasma parvum	1	species	classified
MG_sample_2	MG	MetaflowX	s__	1	species	unclassified
MG_sample_2	MG	MetaflowX	s__Adlercreutzia mucosicola	1	species	classified
MG_sample_2	MG	MetaflowX	s__Akkermansia muciniphila_A	1	species	classified
MG_sample_2	MG	MetaflowX	s__Alistipes finegoldii	1	species	classified
